Id,Label,type,date,season,formats,medium,location,coverage,logo,teamsize,NodeType
nationals-puerto-rico-2009,Nationals Puerto Rico 2009,Nationals - Puerto Rico,"January 1-September 30, 2009",2009,Standard;Booster Draft,Tabletop,Puerto Rico,,,1,Event
nationals-romania-2009,Nationals Romania 2009,Nationals - Romania,"January 1-September 30, 2009",2009,Standard;Booster Draft,Tabletop,Romania,https://web.archive.org/web/20090725140113/http://rank.planeswalkers.ro/events/23,,1,Event
nationals-serbia-2009,Nationals Serbia 2009,Nationals - Serbia,"January 1-June 30, 2009",2009,Standard;Booster Draft,Tabletop,Serbia,https://web.archive.org/web/20090704021237/http://www.deckcheck.net/event.php?event=Serbian%2BNationals%2B2009,,1,Event
nationals-slovenia-2009,Nationals Slovenia 2009,Nationals - Slovenia,"January 1-September 30, 2009",2009,Standard;Booster Draft,Tabletop,Slovenia,,,1,Event
nationals-south-africa-2009,Nationals South Africa 2009,Nationals - South Africa,"January 1-September 30, 2009",2009,Standard;Booster Draft,Tabletop,South Africa,,,1,Event
nationals-turkey-2009,Nationals Turkey 2009,Nationals - Turkey,"January 1-September 30, 2009",2009,Standard;Booster Draft,Tabletop,Turkey,,,1,Event
nationals-uruguay-2009,Nationals Uruguay 2009,Nationals - Uruguay,"January 1-September 30, 2009",,unknown,Tabletop,Uruguay,https://web.archive.org/web/20090802220134/http://www.top8magic.com/2009/07/uruguay-national-championships-top-8-decklists/,,1,Event
nationals-venezuela-2009,Nationals Venezuela 2009,Nationals - Venezuela,"January 1-September 30, 2009",2009,Standard;Booster Draft,Tabletop,Venezuela,,,1,Event
world-championships-2008,2008 World Championships,Pro Tour,"December 11-14, 2008",,Standard;Draft;Extended,Tabletop,"Memphis, Tennessee, United States",http://web.archive.org/web/20081216010602/http://www.wizards.com/magic/magazine/article.aspx?x=mtg/daily/eventcoverage/worlds08/welcome,,1,Event
world-championships-teams-2008,2008 World Championships - Team Competition,World Championships,"December 11-14, 2008",,"Trios - Standard, Extended, Legacy",Tabletop,"Memphis, Tennessee, United States",https://magic.wizards.com/en/events/coverage/wmcq08,,3,Event
grand-prix-auckland-2008,Grand Prix Auckland 2008,Grand Prix,"December 6-7, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Auckland, New Zealand",https://magic.wizards.com/en/events/coverage/gpauc08,,1,Event
grand-prix-taipei-2008,Grand Prix Taipei 2008,Grand Prix,"November 29-30, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Taipei, Taiwan",https://magic.wizards.com/en/events/coverage/gptai08,,1,Event
grand-prix-okayama-2008,Grand Prix Okayama 2008,Grand Prix,"November 22-23, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Okayama, Japan",https://magic.wizards.com/en/events/coverage/gpoka08,,1,Event
grand-prix-atlanta-2008,Grand Prix Atlanta 2008,Grand Prix,"November 15-16, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Atlanta, Georgia, United States",https://magic.wizards.com/en/events/coverage/gpatl08,,1,Event
pro-tour-berlin-2008,Pro Tour Berlin,Pro Tour,"October 31-November 2, 2008",,Extended,Tabletop,"Berlin, Germany",http://web.archive.org/web/20081103023244/http://www.wizards.com/magic/magazine/article.aspx?x=mtg/daily/eventcoverage/ptber08/welcome,,1,Event
grand-prix-kansas-city-2008,Grand Prix Kansas City 2008,Grand Prix,"October 18-19, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Kansas City, Missouri, United States",https://magic.wizards.com/en/events/coverage/gpkc08,,1,Event
grand-prix-paris-2008,Grand Prix Paris 2008,Grand Prix,"October 18-19, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Paris, France",https://magic.wizards.com/en/events/coverage/gppar08,,1,Event
nationals-denmark-2008,Nationals Denmark 2008,Nationals - Denmark,"September 20-21, 2008",,Standard;Booster Draft,Tabletop,"Copenhagen, Denmark",https://www.danskmagic.com/artiklar/index.php?ID=737&user=27433,,1,Event
nationals-japan-2008,Nationals Japan 2008,Nationals - Japan,"September 19-21, 2008",2008,Standard;Booster Draft,Tabletop,"Yokohama, Japan",https://magic.wizards.com/en/events/coverage/natja08,,1,Event
grand-prix-rimini-2008,Grand Prix Rimini 2008,Grand Prix,"September 13-14, 2008",2008,Block Constructed,Tabletop,"Rimini, Italy",https://magic.wizards.com/en/events/coverage/gprim08,,1,Event
nationals-poland-2008,Nationals Poland 2008,Nationals - Poland,"September 13-14, 2008",2008,Standard;Booster Draft,Tabletop,"Warsaw, Poland",https://web.archive.org/web/20090103050651/http://mtgnews.pl/raporty.php?nr=221,,1,Event
nationals-portugal-2008,Nationals Portugal 2008,Nationals - Portugal,"September 13-14, 2008",2008,Standard;Booster Draft,Tabletop,"Lisbon, Portugal",,,1,Event
nationals-ukraine-2008,Nationals Ukraine 2008,Nationals - Ukraine,"September 13-14, 2008",2008,Standard;Booster Draft,Tabletop,"Kiev, Ukraine",https://web.archive.org/web/20080924033442/http://mtg-avatar.kiev.ua/national2008/index.php/article/89,,1,Event
nationals-brazil-2008,Nationals Brazil 2008,Nationals - Brazil,"September 6-7, 2008",2008,Standard;Booster Draft,Tabletop,"Sao Paulo, Brazil",,,1,Event
nationals-chile-2008,Nationals Chile 2008,Nationals - Chile,"September 6-7, 2008",2008,Standard;Booster Draft,Tabletop,"Santiago de Chile, Chile",,,1,Event
nationals-czech-republic-2008,Nationals Czech Republic 2008,Nationals - Czech Republic,"September 6-7, 2008",2008,Standard;Booster Draft,Tabletop,"Prague, Czech Republic",,,1,Event
nationals-greece-2008,Nationals Greece 2008,Nationals - Greece,"September 6-7, 2008",2008,Standard;Booster Draft,Tabletop,"Athens, Greece",,,1,Event
nationals-hungary-2008,Nationals Hungary 2008,Nationals - Hungary,"September 6-7, 2008",2008,Standard;Booster Draft,Tabletop,"Budapest, Hungary",,,1,Event
nationals-norway-2008,Nationals Norway 2008,Nationals - Norway,"September 6-7, 2008",2008,Standard;Booster Draft,Tabletop,"Oslo, Norway",http://www.norskemagic.com/forumet/topic.php?ID=96527&rID=1233880#1233880,,1,Event
nationals-russia-2008,Nationals Russia 2008,Nationals - Russia,"September 6-7, 2008",2008,Standard;Booster Draft,Tabletop,"Moscow, Russia",https://web.archive.org/web/20090214095301/http://www.mymagic.ru/file_storage/nationals08/coverage/,,1,Event
nationals-sweden-2008,Nationals Sweden 2008,Nationals - Sweden,"September 6-7, 2008",2008,Standard;Booster Draft,Tabletop,"Stockholm, Sweden",,,1,Event
nationals-taiwan-2008,Nationals Taiwan 2008,Nationals - Taiwan,"September 6-7, 2008",2008,Standard;Booster Draft,Tabletop,"Taipei, Taiwan",,,1,Event
nationals-argentina-2008,Nationals Argentina 2008,Nationals - Argentina,"September 5-6, 2008",,Standard;Booster Draft,Tabletop,"Buenos Aires, Argentina",https://web.archive.org/web/20090120064020/http://wizards.com/Magic/Magazine/Article.aspx?x=mtg/daily/twtw/3,,1,Event
nationals-belgium-2008,Nationals Belgium 2008,Nationals - Belgium,"September 5-6, 2008",,Standard;Booster Draft,Tabletop,"Antwerp, Belgium",,,1,Event
grand-prix-manila-2008,Grand Prix Manila 2008 (Summer Series),Grand Prix,"August 30-31, 2008",2008,Block Constructed,Tabletop,"Manila, Philippines",https://magic.wizards.com/en/events/coverage/gpman08,,1,Event
nationals-slovakia-2008,Nationals Slovakia 2008,Nationals - Slovakia,"August 30-31, 2008",2008,Standard;Booster Draft,Tabletop,"Martin, Slovakia",,,1,Event
nationals-germany-2008,Nationals Germany 2008,Nationals - Germany,"August 29-31, 2008",2008,Standard;Booster Draft,Tabletop,"Hanover, Germany",https://web.archive.org/web/20080906105624/http://www.wizards.com/Magic/Magazine/Article.aspx?x=mtg/daily/eventcoverage/gernat08/welcome,,1,Event
grand-prix-copenhagen-2008,Grand Prix Copenhagen 2008 (Summer Series),Grand Prix,"August 23-24, 2008",2008,Standard,Tabletop,"Copenhagen, Denmark",https://magic.wizards.com/en/events/coverage/gpcop08,,1,Event
nationals-singapore-2008,Nationals Singapore 2008,Nationals - Singapore,"August 23-24, 2008",2008,Standard;Booster Draft,Tabletop,"Singapore, Singapore",,,1,Event
nationals-south-korea-2008,Nationals South Korea 2008,Nationals - South Korea,"August 23-24, 2008",2008,Standard;Booster Draft,Tabletop,"Seoul, South Korea",,,1,Event
nationals-spain-2008,Nationals Spain 2008,Nationals - Spain,"August 23-24, 2008",2008,Standard;Booster Draft,Tabletop,"Ciudad Real, Spain",,,1,Event
nationals-switzerland-2008,Nationals Switzerland 2008,Nationals - Switzerland,"August 23-24, 2008",2008,Standard;Booster Draft,Tabletop,"Baar, Switzerland",,,1,Event
nationals-austria-2008,Nationals Austria 2008,Nationals - Austria,"August 16-17, 2008",2008,Standard;Booster Draft,Tabletop,"Linz, Austria",,,1,Event
nationals-china-2008,Nationals China 2008,Nationals - China,"August 16-17, 2008",2010,Standard;Booster Draft,Tabletop,"Shanghai, China",,,1,Event
nationals-colombia-2008,Nationals Colombia 2008,Nationals - Colombia,"August 16-17, 2008",2008,Standard;Booster Draft,Tabletop,"Medellin, Colombia",https://web.archive.org/web/20090423135533/http://www.gatheringcolombia.com/content/view/37/1/,,1,Event
nationals-malaysia-2008,Nationals Malaysia 2008,Nationals - Malaysia,"August 16-17, 2008",2008,Standard;Booster Draft,Tabletop,"Kuala Lumpur, Malaysia",https://web.archive.org/web/20080913050302/http://www.deckcheck.net/event.php?event=Malaysia%2BNationals%2B2008,,1,Event
eternal-championships-legacy-2008,Legacy Championships 2008,Eternal Championships - Legacy,"August 15, 2008",2008,Legacy,Tabletop,"Indianapolis, Indiana, United States",https://web.archive.org/web/20080830024639/http://www.wizards.com/magic/magazine/article.aspx?x=mtg/daily/feature/472a,,1,Event
nationals-great-britain-2008,Nationals Great Britain 2008,Nationals - United Kingdom,"August 15-17, 2008",2008,Standard;Booster Draft,Tabletop,"Birmingham, United Kingdom",https://magic.wizards.com/en/events/coverage/gbnat08,,1,Event
nationals-netherlands-2008,Nationals Netherlands 2008,Nationals - Netherlands,"August 15-17, 2008",2008,Standard;Booster Draft,Tabletop,"Utrecht, Netherlands",https://magic.wizards.com/en/events/coverage/nednat08,,1,Event
grand-prix-denver-2008,Grand Prix Denver 2008 (Summer Series),Grand Prix,"August 9-10, 2008",2008,Block Constructed,Tabletop,"Denver, Colorado, United States",https://magic.wizards.com/en/events/coverage/gpden08,,1,Event
nationals-hong-kong-2008,Nationals Hong Kong and Macau 2008,Nationals - Hong Kong,"August 9-10, 2008",2008,Standard;Booster Draft,Tabletop,"Kowloon Bay, Hong Kong",,,1,Event
nationals-philippines-2008,Nationals Philippines 2008,Nationals - Philippines,"August 9-10, 2008",2008,Standard;Booster Draft,Tabletop,"Quezon City, Philippines",https://web.archive.org/web/20080912043705/http://www.neutralgrounds.net/index.php/post/index/181,,1,Event
eternal-championships-vintage-2008,Vintage Championships 2008,Eternal Championships - Vintage,"August 2, 2008",2008,Vintage,Tabletop,"Indianapolis, Indiana, United States",https://mtgtop8.com/event?e=381&f=VI,,1,Event
grand-prix-kobe-2008,Grand Prix Kobe 2008 (Summer Series),Grand Prix,"August 2-3, 2008",2008,Block Constructed,Tabletop,"Kobe, Japan",https://magic.wizards.com/en/events/coverage/gpkobe08,,1,Event
nationals-canada-2008,Nationals Canada 2008,Nationals - Canada,"August 2-3, 2008",2008,Standard;Booster Draft,Tabletop,"Montreal, Canada",https://web.archive.org/web/20110716114843/http://www.spellkeeper.com/ws/index.php?module=article&view=54,,1,Event
nationals-france-2008,Nationals France 2008,Nationals - France,"August 2-3, 2008",2008,Standard;Booster Draft,Tabletop,"Tours, France",https://magic.wizards.com/en/events/coverage/franat08,,1,Event
nationals-ireland-2008,Nationals Ireland and Northern Ireland 2008,Nationals - Ireland,"August 2-3, 2008",2008,Standard;Booster Draft,Tabletop,"Dublin, Ireland",,,1,Event
nationals-italy-2008,Nationals Italy 2008,Nationals - Italy,"August 2-3, 2008",2008,Standard;Booster Draft,Tabletop,"Rimini, Italy",https://magic.wizards.com/en/events/coverage/itnat08,,1,Event
nationals-mexico-2008,Nationals Mexico 2008,Nationals - Mexico,"August 2-3, 2008",2008,Standard;Booster Draft,Tabletop,"Guadalajara, Mexico",,,1,Event
nationals-thailand-2008,Nationals Thailand 2008,Nationals - Thailand,"August 2-3, 2008",2008,Standard;Booster Draft,Tabletop,"Bangkok, Thailand",,,1,Event
nationals-united-states-2008,Nationals United States 2008,Nationals - United States,"August 1-3, 2008",2008,Standard;Booster Draft,Tabletop,"Chicago, Illinois, United States",https://magic.wizards.com/en/events/coverage/usnat08,,1,Event
grand-prix-madrid-2008,Grand Prix Madrid 2008 (Summer Series),Grand Prix,"July 26-27, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Madrid, Spain",https://magic.wizards.com/en/events/coverage/gpmad08,,1,Event
nationals-finland-2008,Nationals Finland 2008,Nationals - Finland,"July 26-27, 2008",2008,Standard;Booster Draft,Tabletop,"Espoo, Finland",,,1,Event
nationals-new-zealand-2008,Nationals New Zealand 2008,Nationals - New Zealand,"July 25-27, 2008",2008,Standard;Booster Draft,Tabletop,"Christchurch, New Zealand",,,1,Event
nationals-australia-2008,Nationals Australia 2008,Nationals - Australia,"July 19-20, 2008",,Standard;Booster Draft,Tabletop,"Canberra, Australia",https://magic.wizards.com/en/events/coverage/aunat06,,1,Event
grand-prix-buenos-aires-2008,Grand Prix Buenos Aires 2008 (Summer Series),Grand Prix,"June 28-29, 2008",2008,Standard,Tabletop,"Buenos Aires, Argentina",https://magic.wizards.com/en/events/coverage/gpbue08,,1,Event
grand-prix-indianapolis-2008,Grand Prix Indianapolis 2008 (Summer Series),Grand Prix,"June 21-22, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Indianapolis, Indiana, United States",https://magic.wizards.com/en/events/coverage/gpind08,,1,Event
grand-prix-birmingham-2008,Grand Prix Birmingham 2008,Grand Prix,"May 31-June 1, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Birmingham, United Kingdom",https://magic.wizards.com/en/events/coverage/gpbir08,,1,Event
pro-tour-hollywood-2008,Pro Tour Hollywood,Pro Tour,"May 23-25, 2008",,Standard,Tabletop,"Hollywood, California, United States",http://web.archive.org/web/20080526171634/http://www.wizards.com/default.asp?x=mtgevent/pthol08/welcome,,1,Event
grand-prix-brussels-2008,Grand Prix Brussels 2008,Grand Prix,"May 3-4, 2008",2008,Sealed Deck;Booster Draft,Tabletop,"Brussels, Belgium",https://magic.wizards.com/en/events/coverage/gpbrus08,,1,Event
grand-prix-philadelphia-2008,Grand Prix Philadelphia 2008,Grand Prix,"March 15-16, 2008",2008,Extended,Tabletop,"Philadelphia, Pennsylvania, United States",https://web.archive.org/web/20150906062258/http://archive.wizards.com/Magic/Magazine/Events.aspx?x=mtgevent/gpphi08/welcome,,1,Event
grand-prix-vienna-2008,Grand Prix Vienna 2008,Grand Prix,"March 15-16, 2008",2008,Extended,Tabletop,"Vienna, Austria",https://magic.wizards.com/en/events/coverage/gpvie08,,1,Event
grand-prix-shizuoka-2008,Grand Prix Shizuoka 2008,Grand Prix,"March 8-9, 2008",2008,Standard,Tabletop,"Shizuoka, Japan",https://magic.wizards.com/en/events/coverage/gpshi08,,1,Event
grand-prix-vancouver-2008,Grand Prix Vancouver 2008,Grand Prix,"February 23-24, 2008",2008,Extended,Tabletop,"Vancouver, Canada",https://magic.wizards.com/en/events/coverage/gpvan08,,1,Event
pro-tour-kuala-lumpur-2008,Pro Tour Kuala Lumpur,Pro Tour,"February 15-17, 2008",,Draft,Tabletop,"Kuala Lumpur, Malaysia",https://web.archive.org/web/20080324125652/http://www.wizards.com/default.asp?x=mtgevent/ptkl08/welcome,,1,Event
nationals-belarus-2008,Nationals Belarus 2008,Nationals - Belarus,"January 1-September 30, 2008",,unknown,Tabletop,Belarus,,,1,Event
nationals-bolivia-2008,Nationals Bolivia 2008,Nationals - Bolivia,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Bolivia,,,1,Event
nationals-bulgaria-2008,Nationals Bulgaria 2008,Nationals - Bulgaria,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Bulgaria,,,1,Event
nationals-costa-rica-2008,Nationals Costa Rica 2008,Nationals - Costa Rica,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Costa Rica,,,1,Event
nationals-croatia-2008,Nationals Croatia 2008,Nationals - Croatia,"January 1-August 31, 2008",,Standard;Booster Draft,Tabletop,Croatia,https://web.archive.org/web/20080912101340/http://www.cromtg.com/showthread.php?t=25032008,,1,Event
nationals-dominican-republic-2008,Nationals Dominican Republic 2008,Nationals - Dominican Republic,"January 1-September 30, 2008",,Standard;Booster Draft,Tabletop,Dominican Republic,,,1,Event
nationals-ecuador-2008,Nationals Ecuador 2008,Nationals - Ecuador,"January 1-September 30, 2008",,unknown,Tabletop,Ecuador,,,1,Event
nationals-estonia-2008,Nationals Estonia 2008,Nationals - Estonia,"January 1-August 31, 2008",,unknown,Tabletop,Estonia,,,1,Event
nationals-guatemala-2008,Nationals Guatemala 2008,Nationals - Guatemala,"January 1-September 30, 2008",,unknown,Tabletop,Guatemala,,,1,Event
nationals-iceland-2008,Nationals Iceland 2008,Nationals - Iceland,"January 1-September 30, 2008",,unknown,Tabletop,Iceland,,,1,Event
nationals-indonesia-2008,Nationals Indonesia 2008,Nationals - Indonesia,"January 1-August 31, 2008",,unknown,Tabletop,Indonesia,,,1,Event
nationals-israel-2008,Nationals Israel 2008,Nationals - Israel,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,"Tel Aviv, Israel",,,1,Event
nationals-latvia-2008,Nationals Latvia 2008,Nationals - Latvia,"January 1-September 30, 2008",2008,unknown,Tabletop,Latvia,,,1,Event
nationals-lithuania-2008,Nationals Lithuania 2008,Nationals - Lithuania,"January 1-August 31, 2008",2008,Standard;Booster Draft,Tabletop,Lithuania,,,1,Event
nationals-luxembourg-2008,Nationals Luxembourg 2008,Nationals - Luxembourg,"January 1-August 31, 2008",,unknown,Tabletop,Luxembourg,,,1,Event
nationals-macedonia-2008,Nationals Macedonia 2008,Nationals - Macedonia,"January 1-August 31, 2008",,unknown,Tabletop,Macedonia,,,1,Event
nationals-malta-2008,Nationals Malta 2008,Nationals - Malta,"January 1-September 30, 2008",2008,unknown,Tabletop,Malta,,,1,Event
nationals-panama-2008,Nationals Panama 2008,Nationals - Panama,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Panama,,,1,Event
nationals-peru-2008,Nationals Peru 2008,Nationals - Peru,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Peru,https://web.archive.org/web/20090303134335/http://magic.rightsideperu.com/blog/?p=287,,1,Event
nationals-puerto-rico-2008,Nationals Puerto Rico 2008,Nationals - Puerto Rico,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Puerto Rico,,,1,Event
nationals-romania-2008,Nationals Romania 2008,Nationals - Romania,"January 1-September 30, 2008",,unknown,Tabletop,Romania,,,1,Event
nationals-serbia-2008,Nationals Serbia 2008,Nationals - Serbia,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Serbia,,,1,Event
nationals-slovenia-2008,Nationals Slovenia 2008,Nationals - Slovenia,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Slovenia,,,1,Event
nationals-south-africa-2008,Nationals South Africa 2008,Nationals - South Africa,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,South Africa,,,1,Event
nationals-turkey-2008,Nationals Turkey 2008,Nationals - Turkey,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Turkey,https://web.archive.org/web/20080919013301/http://www.mtg.gen.tr/forum/viewtopic.php?t=688,,1,Event
nationals-uruguay-2008,Nationals Uruguay 2008,Nationals - Uruguay,"January 1-September 30, 2008",,unknown,Tabletop,Uruguay,https://web.archive.org/web/20080908121219/http://www.attackphase.com/foro/viewtopic.php?f=4&t=1026,,1,Event
nationals-venezuela-2008,Nationals Venezuela 2008,Nationals - Venezuela,"January 1-September 30, 2008",2008,Standard;Booster Draft,Tabletop,Venezuela,,,1,Event
grand-prix-stuttgart-2007,Grand Prix Stuttgart 2007,Grand Prix,"December 15-16, 2007",2008,Sealed Deck;Booster Draft,Tabletop,"Stuttgart, Germany",https://web.archive.org/web/20150906050110/http://archive.wizards.com/Magic/Magazine/Events.aspx?x=mtgevent/gpstu07/welcome,,1,Event
world-championships-2007,2007 World Championships,Pro Tour,"December 6-9, 2007",,Standard;Draft;Legacy,Tabletop,"New York, New York, United States",https://web.archive.org/web/20080212094840/http://www.wizards.com/default.asp?x=mtgevent/worlds07/welcome,,1,Event
world-championships-teams-2007,2007 World Championships - Team Competition,World Championships,"December 6-9, 2007",,Two-Headed Giant Draft,Tabletop,"New York, New York, United States",https://magic.wizards.com/en/events/coverage/2007wc,,4,Event
grand-prix-daytona-beach-2007,Grand Prix Daytona Beach 2007,Grand Prix,"November 17-18, 2007",2007,Sealed Deck;Booster Draft,Tabletop,"Daytona Beach, Florida, United States",https://magic.wizards.com/en/events/coverage/gpday07,,1,Event
grand-prix-kitakyushu-2007,Grand Prix Kitakyuushuu 2007,Grand Prix,"November 10-11, 2007",2007,Sealed Deck;Booster Draft,Tabletop,"Kitakyushu, Japan",https://magic.wizards.com/en/events/coverage/gpkit07,,1,Event
grand-prix-krakow-2007,Grand Prix Krakow 2007,Grand Prix,"November 3-4, 2007",2007,Standard,Tabletop,"Kraków, Poland",https://magic.wizards.com/en/events/coverage/cheon-conquers-krakow,,1,Event
grand-prix-bangkok-2007,Grand Prix Bangkok 2007,Grand Prix,"October 27-28, 2007",2007,Sealed Deck;Booster Draft,Tabletop,"Bangkok, Thailand",https://magic.wizards.com/en/events/coverage/gpban07,,1,Event
grand-prix-brisbane-2007,Grand Prix Brisbane 2007,Grand Prix,"October 20-21, 2007",2007,Sealed Deck;Booster Draft,Tabletop,"Brisbane, Australia",https://magic.wizards.com/en/events/coverage/gpbri07,,1,Event
invitational-essen-2007,Magic Invitational 2007,Invitational,"October 18-21, 2007",,Cube Draft;Auction of the People;Winston Draft;Choose your own Standard;Vintage,Tabletop,"Essen, Germany",http://magic.wizards.com/en/events/coverage/mtginv07,,1,Event
pro-tour-valencia-2007,Pro Tour Valencia,Pro Tour,"October 12-14, 2007",,Extended,Tabletop,"Valencia, Spain",http://web.archive.org/web/20081002011051/http://www.wizards.com/Magic/Magazine/Events.aspx?x=mtgevent/ptval07/welcome,,1,Event
nationals-iceland-2007,Nationals Iceland 2007,Nationals - Iceland,"September 23, 2007",,Standard;Draft ?,Tabletop,"Reykjavik, Iceland",,,1,Event
nationals-sweden-2007,Nationals Sweden 2007,Nationals - Sweden,"September 22-23, 2007",,Standard;Booster Draft,Tabletop,"Stockholm, Sweden",https://web.archive.org/web/20080414001639/http://www.deckcheck.net/event.php?event=Nationals%2BSweden%2B2007,,1,Event
nationals-venezuela-2007,Nationals Venezuela 2007,Nationals - Venezuela,"September 16-17, 2007",,Standard;Booster Draft,Tabletop,"Caracas, Venezuela",https://web.archive.org/web/20080701215932/http://www.magicvenezuela.com/2007/09/21/algo-de-lo-que-paso-en-el-nacional-por-andres-perez/,,1,Event
nationals-denmark-2007,Nationals Denmark 2007,Nationals - Denmark,"September 15-16, 2007",,Standard;Booster Draft,Tabletop,"Roskilde, Denmark",https://www.danskmagic.com/artiklar/index.php?ID=733&user=27433,,1,Event
nationals-poland-2007,Nationals Poland 2007,Nationals - Poland,"September 15-16, 2007",,Standard;Booster Draft,Tabletop,"Warsaw, Poland",https://web.archive.org/web/20090102031834/http://mtgnews.pl/zwdecki.php?id=445,,1,Event
nationals-turkey-2007,Nationals Turkey 2007,Nationals - Turkey,"September 15-16, 2007",,Standard;Booster Draft,Tabletop,"Istnabul, Turkey",,,1,Event
grand-prix-florence-2007,Grand Prix Florence 2007,Grand Prix,"September 8-9, 2007",2007,Block Constructed,Tabletop,"Florence, Italy",http://web.archive.org/web/20130129100712/http://www.wizards.com/Magic/Magazine/Events.aspx?x=mtgevent/gpfir07/welcome,,1,Event
nationals-brazil-2007,Nationals Brazil 2007,Nationals - Brazil,"September 8-9, 2007",,Standard;Booster Draft,Tabletop,"Sao Paulo, Brazil",https://web.archive.org/web/20090603043312/http://www.wizards.com/Magic/Magazine/Article.aspx?x=mtgcom/daily/bd298,,1,Event
nationals-canada-2007,Nationals Canada 2007,Nationals - Canada,"September 8-9, 2007",,Standard;Booster Draft,Tabletop,"Toronto, Canada",https://magic.wizards.com/en/events/coverage/cannat08,,1,Event
nationals-chile-2007,Nationals Chile 2007,Nationals - Chile,"September 1-2, 2007",,Standard;Booster Draft,Tabletop,"Santiago de Chile, Chile",,,1,Event
nationals-czech-republic-2007,Nationals Czech Republic 2007,Nationals - Czech Republic,"September 1-2, 2007",,Standard;Booster Draft,Tabletop,"Prague, Czech Republic",,,1,Event
nationals-hungary-2007,Nationals Hungary 2007,Nationals - Hungary,"September 1-2, 2007",,Standard;Booster Draft,Tabletop,"Budapest, Hungary",,,1,Event
nationals-slovenia-2007,Nationals Slovenia 2007,Nationals - Slovenia,"September 1, 2007",,Standard;Booster Draft,Tabletop,"Ljubljana, Slovenia",,,1,Event
nationals-belgium-2007,Nationals Belgium 2007,Nationals - Belgium,"August 31-September 2, 2007",,Standard;Booster Draft,Tabletop,"Antwerp, Belgium",,,1,Event
nationals-germany-2007,Nationals Germany 2007,Nationals - Germany,"August 31-September 2, 2007",,Standard;Booster Draft,Tabletop,"Aschaffenburg, Germany",https://web.archive.org/web/20070904081813/http://www.wizards.com/default.asp?x=mtgevent/gernat07/welcome,,1,Event
nationals-japan-2007,Nationals Japan 2007,Nationals - Japan,"August 31-September 2, 2007",2007,Standard;Booster Draft,Tabletop,"Tokyo, Japan",https://magic.wizards.com/en/events/coverage/natja08,,1,Event
nationals-netherlands-2007,Nationals Netherlands 2007,Nationals - Netherlands,"August 31- September 2, 2007",,Standard;Booster Draft,Tabletop,"Utrecht, Netherlands",https://web.archive.org/web/20090604162858/https://www.wizards.com/Magic/Magazine/Article.aspx?x=mtgcom/daily/fk55,,1,Event
nationals-malta-2007,Nationals Malta 2007,Nationals - Malta,"August 26, 2007",,Standard;Booster Draft,Tabletop,"La Valletta, Malta",,,1,Event
amateur-championship-2007,Amateur Championship 2007,Amateur Championship,"August 25-26, 2007",,Standard,Tabletop,"San Diego, California, United States",http://magic.tcgplayer.com/db/deck_search_result.asp?Location=2007+Amateur+Championship,,1,Event
grand-prix-san-francisco-2007,Grand Prix San Francisco 2007,Grand Prix,"August 25-26, 2007",2007,Block Constructed,Tabletop,"San Francisco, California, United States",https://magic.wizards.com/en/events/coverage/gpsf07,,1,Event
nationals-colombia-2007,Nationals Colombia 2007,Nationals - Colombia,"August 25-26, 2007",,Standard;Booster Draft,Tabletop,"Bogota, Colombia",https://web.archive.org/web/20090731024117/http://www.deckcheck.net/event.php?event=Colombian%2BNationals%2B2007,,1,Event
nationals-croatia-2007,Nationals Croatia 2007,Nationals - Croatia,"August 25-26, 2007",,Standard;Booster Draft,Tabletop,"Zagreb, Croatia",https://web.archive.org/web/20080912062759/http://www.deckcheck.net/event.php?event=Croatian%2BNationals%2B2007,,1,Event
nationals-norway-2007,Nationals Norway 2007,Nationals - Norway,"August 25-26, 2007",,Standard;Booster Draft,Tabletop,"Oslo, Norway",https://docs.google.com/document/d/1ceOnDSwJz3ezR7Z1TacqwyXcG0r27oWmKLdByK1eOM4/pub,,1,Event
nationals-slovakia-2007,Nationals Slovakia 2007,Nationals - Slovakia,"August 25-26, 2007",,Standard;Booster Draft,Tabletop,"Trnava, Slovakia",,,1,Event
